question_id,category,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
478,Disaster Management,Easy,Sample Disaster Management question #478: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
479,Geography,Medium,Sample Geography question #479: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
480,School Safety,Hard,Sample School Safety question #480: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
481,Earthquake,Easy,Sample Earthquake question #481: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
482,Flood,Medium,Sample Flood question #482: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
483,Fire Safety,Hard,Sample Fire Safety question #483: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
484,Cyclone,Easy,Sample Cyclone question #484: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
485,Tsunami,Medium,Sample Tsunami question #485: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
486,First Aid,Hard,Sample First Aid question #486: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
487,Emergency Response,Easy,Sample Emergency Response question #487: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
488,Disaster Management,Medium,Sample Disaster Management question #488: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
489,Geography,Hard,Sample Geography question #489: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
490,School Safety,Easy,Sample School Safety question #490: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
491,Earthquake,Medium,Sample Earthquake question #491: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
492,Flood,Hard,Sample Flood question #492: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
493,Fire Safety,Easy,Sample Fire Safety question #493: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
494,Cyclone,Medium,Sample Cyclone question #494: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
495,Tsunami,Hard,Sample Tsunami question #495: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
496,First Aid,Easy,Sample First Aid question #496: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
497,Emergency Response,Medium,Sample Emergency Response question #497: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
498,Disaster Management,Hard,Sample Disaster Management question #498: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
499,Geography,Easy,Sample Geography question #499: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
500,School Safety,Medium,Sample School Safety question #500: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
501,Earthquake,Hard,Sample Earthquake question #501: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
502,Flood,Easy,Sample Flood question #502: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
503,Fire Safety,Medium,Sample Fire Safety question #503: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
504,Cyclone,Hard,Sample Cyclone question #504: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
505,Tsunami,Easy,Sample Tsunami question #505: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
506,First Aid,Medium,Sample First Aid question #506: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
507,Emergency Response,Hard,Sample Emergency Response question #507: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
508,Disaster Management,Easy,Sample Disaster Management question #508: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
509,Geography,Medium,Sample Geography question #509: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
510,School Safety,Hard,Sample School Safety question #510: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
511,Earthquake,Easy,Sample Earthquake question #511: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
512,Flood,Medium,Sample Flood question #512: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
513,Fire Safety,Hard,Sample Fire Safety question #513: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
514,Cyclone,Easy,Sample Cyclone question #514: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
515,Tsunami,Medium,Sample Tsunami question #515: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
516,First Aid,Hard,Sample First Aid question #516: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
517,Emergency Response,Easy,Sample Emergency Response question #517: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
518,Disaster Management,Medium,Sample Disaster Management question #518: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
519,Geography,Hard,Sample Geography question #519: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
520,School Safety,Easy,Sample School Safety question #520: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
521,Earthquake,Medium,Sample Earthquake question #521: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
522,Flood,Hard,Sample Flood question #522: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
523,Fire Safety,Easy,Sample Fire Safety question #523: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
524,Cyclone,Medium,Sample Cyclone question #524: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
525,Tsunami,Hard,Sample Tsunami question #525: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
526,First Aid,Easy,Sample First Aid question #526: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
527,Emergency Response,Medium,Sample Emergency Response question #527: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
528,Disaster Management,Hard,Sample Disaster Management question #528: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
529,Geography,Easy,Sample Geography question #529: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
530,School Safety,Medium,Sample School Safety question #530: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
531,Earthquake,Hard,Sample Earthquake question #531: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
532,Flood,Easy,Sample Flood question #532: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
533,Fire Safety,Medium,Sample Fire Safety question #533: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
534,Cyclone,Hard,Sample Cyclone question #534: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
535,Tsunami,Easy,Sample Tsunami question #535: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
536,First Aid,Medium,Sample First Aid question #536: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
537,Emergency Response,Hard,Sample Emergency Response question #537: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
538,Disaster Management,Easy,Sample Disaster Management question #538: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
539,Geography,Medium,Sample Geography question #539: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
540,School Safety,Hard,Sample School Safety question #540: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
541,Earthquake,Easy,Sample Earthquake question #541: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
542,Flood,Medium,Sample Flood question #542: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
543,Fire Safety,Hard,Sample Fire Safety question #543: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
544,Cyclone,Easy,Sample Cyclone question #544: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
545,Tsunami,Medium,Sample Tsunami question #545: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
546,First Aid,Hard,Sample First Aid question #546: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
547,Emergency Response,Easy,Sample Emergency Response question #547: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
548,Disaster Management,Medium,Sample Disaster Management question #548: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
549,Geography,Hard,Sample Geography question #549: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
550,School Safety,Easy,Sample School Safety question #550: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
551,Earthquake,Medium,Sample Earthquake question #551: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
552,Flood,Hard,Sample Flood question #552: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
553,Fire Safety,Easy,Sample Fire Safety question #553: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
554,Cyclone,Medium,Sample Cyclone question #554: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
555,Tsunami,Hard,Sample Tsunami question #555: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
556,First Aid,Easy,Sample First Aid question #556: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
557,Emergency Response,Medium,Sample Emergency Response question #557: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
558,Disaster Management,Hard,Sample Disaster Management question #558: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
559,Geography,Easy,Sample Geography question #559: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
560,School Safety,Medium,Sample School Safety question #560: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
561,Earthquake,Hard,Sample Earthquake question #561: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
562,Flood,Easy,Sample Flood question #562: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
563,Fire Safety,Medium,Sample Fire Safety question #563: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
564,Cyclone,Hard,Sample Cyclone question #564: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
565,Tsunami,Easy,Sample Tsunami question #565: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
566,First Aid,Medium,Sample First Aid question #566: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
567,Emergency Response,Hard,Sample Emergency Response question #567: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
568,Disaster Management,Easy,Sample Disaster Management question #568: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
569,Geography,Medium,Sample Geography question #569: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
570,School Safety,Hard,Sample School Safety question #570: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
571,Earthquake,Easy,Sample Earthquake question #571: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
572,Flood,Medium,Sample Flood question #572: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
573,Fire Safety,Hard,Sample Fire Safety question #573: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
574,Cyclone,Easy,Sample Cyclone question #574: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
575,Tsunami,Medium,Sample Tsunami question #575: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
576,First Aid,Hard,Sample First Aid question #576: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
577,Emergency Response,Easy,Sample Emergency Response question #577: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
578,Disaster Management,Medium,Sample Disaster Management question #578: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
579,Geography,Hard,Sample Geography question #579: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
580,School Safety,Easy,Sample School Safety question #580: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
581,Earthquake,Medium,Sample Earthquake question #581: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
582,Flood,Hard,Sample Flood question #582: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
583,Fire Safety,Easy,Sample Fire Safety question #583: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
584,Cyclone,Medium,Sample Cyclone question #584: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
585,Tsunami,Hard,Sample Tsunami question #585: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
586,First Aid,Easy,Sample First Aid question #586: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
587,Emergency Response,Medium,Sample Emergency Response question #587: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
588,Disaster Management,Hard,Sample Disaster Management question #588: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
589,Geography,Easy,Sample Geography question #589: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
590,School Safety,Medium,Sample School Safety question #590: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
591,Earthquake,Hard,Sample Earthquake question #591: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
592,Flood,Easy,Sample Flood question #592: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
593,Fire Safety,Medium,Sample Fire Safety question #593: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
594,Cyclone,Hard,Sample Cyclone question #594: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
595,Tsunami,Easy,Sample Tsunami question #595: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
596,First Aid,Medium,Sample First Aid question #596: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
597,Emergency Response,Hard,Sample Emergency Response question #597: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
598,Disaster Management,Easy,Sample Disaster Management question #598: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
599,Geography,Medium,Sample Geography question #599: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
600,School Safety,Hard,Sample School Safety question #600: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
601,Earthquake,Easy,Sample Earthquake question #601: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
602,Flood,Medium,Sample Flood question #602: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
603,Fire Safety,Hard,Sample Fire Safety question #603: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
604,Cyclone,Easy,Sample Cyclone question #604: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
605,Tsunami,Medium,Sample Tsunami question #605: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
606,First Aid,Hard,Sample First Aid question #606: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
607,Emergency Response,Easy,Sample Emergency Response question #607: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
608,Disaster Management,Medium,Sample Disaster Management question #608: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
609,Geography,Hard,Sample Geography question #609: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
610,School Safety,Easy,Sample School Safety question #610: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
611,Earthquake,Medium,Sample Earthquake question #611: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
612,Flood,Hard,Sample Flood question #612: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
613,Fire Safety,Easy,Sample Fire Safety question #613: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
614,Cyclone,Medium,Sample Cyclone question #614: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
615,Tsunami,Hard,Sample Tsunami question #615: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
616,First Aid,Easy,Sample First Aid question #616: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
617,Emergency Response,Medium,Sample Emergency Response question #617: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
618,Disaster Management,Hard,Sample Disaster Management question #618: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
619,Geography,Easy,Sample Geography question #619: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
620,School Safety,Medium,Sample School Safety question #620: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
621,Earthquake,Hard,Sample Earthquake question #621: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
622,Flood,Easy,Sample Flood question #622: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
623,Fire Safety,Medium,Sample Fire Safety question #623: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
624,Cyclone,Hard,Sample Cyclone question #624: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
625,Tsunami,Easy,Sample Tsunami question #625: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
626,First Aid,Medium,Sample First Aid question #626: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
627,Emergency Response,Hard,Sample Emergency Response question #627: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
628,Disaster Management,Easy,Sample Disaster Management question #628: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
629,Geography,Medium,Sample Geography question #629: What is the safest action in this scenario?,Ignore the situation,Follow official safety procedures,Panic and run randomly,Wait without informing anyone,B,Following official safety procedures is the recommended response.
